index	publishing_name	ad	dbd	gender	area	slide_code	objective	sampleId	tile	age	published_externally	effector	line	objectiveName	mounting_protocol	Reporter Code	JRC Genotype	label	filename	part_of	Template	comment
59	SS01542	BJD_104E03_BB_21	GMR_87B09_XD_01	Female	Brain	20140718_31_C4	20x	2041259656352890978	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01542	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01542_Brain_2018_20140718_31_C4_20x	20x-Brain-2041259656352890978	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140718_31_C4', age: 'Day 1-5'
61	SS01544	BJD_105D02_BB_21	BJD_124C05_AV_01	Female	Brain	20140718_31_D2	20x	2041259663873278050	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01544	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01544_Brain_2018_20140718_31_D2_20x	20x-Brain-2041259663873278050	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140718_31_D2', age: 'Day 1-5'
63	SS01545	BJD_109D01_BB_21	BJD_102A03_AV_01	Female	Brain	20140718_31_E1	20x	2043621057121747042	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01545	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01545_Brain_2018_20140718_31_E1_20x	20x-Brain-2043621057121747042	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140718_31_E1', age: 'Day 1-5'
65	SS01546	BJD_111C04_BB_21	BJD_104E03_AV_01	Female	Brain	20140718_31_F1	20x	2043621064184954978	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01546	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01546_Brain_2018_20140718_31_F1_20x	20x-Brain-2043621064184954978	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140718_31_F1', age: 'Day 1-5'
67	SS01547	BJD_111G08_BB_21	BJD_105G01_AV_01	Female	Brain	20140718_31_G4	20x	2043621078776938594	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01547	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01547_Brain_2018_20140718_31_G4_20x	20x-Brain-2043621078776938594	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140718_31_G4', age: 'Day 1-5'
69	SS01549	BJD_113F07_BB_21	BJD_103C12_AV_01	Female	Brain	20140718_32_A2	20x	2129697627808202850	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01549	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01549_Brain_2018_20140718_32_A2_20x	20x-Brain-2129697627808202850	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140718_32_A2', age: 'Day 1-5'
71	SS01549	BJD_113F07_BB_21	BJD_103C12_AV_01	Female	Brain	20140718_32_A3	20x	2129697629834051682	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01549	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01549_Brain_2018_20140718_32_A3_20x	20x-Brain-2129697629834051682	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140718_32_A3', age: 'Day 1-5'
73	SS01550	BJD_113G07_BB_21	BJD_126F01_AV_01	Female	Brain	20140718_32_B2	20x	2042502738641682530	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01550	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01550_Brain_2018_20140718_32_B2_20x	20x-Brain-2042502738641682530	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140718_32_B2', age: 'Day 1-5'
75	SS01552	BJD_115A02_BB_21	BJD_111C04_AV_01	Female	Brain	20140718_32_D4	20x	2042502764814139490	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01552	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01552_Brain_2018_20140718_32_D4_20x	20x-Brain-2042502764814139490	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140718_32_D4', age: 'Day 1-5'
77	SS01553	BJD_119E05_BB_21	GMR_89A03_XD_01	Female	Brain	20140718_32_E1	20x	2129697654882435170	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01553	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01553_Brain_2018_20140718_32_E1_20x	20x-Brain-2129697654882435170	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140718_32_E1', age: 'Day 1-5'
79	SS01554	BJD_124F08_BB_21	BJD_124C05_AV_01	Female	Brain	20140718_32_F1	20x	2042502775362814050	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01554	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01554_Brain_2018_20140718_32_F1_20x	20x-Brain-2042502775362814050	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140718_32_F1', age: 'Day 1-5'
81	SS01556	GMR_11E07_XA_21	GMR_77F05_AV_01	Female	Brain	20140718_32_H2	20x	2042502802688704610	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01556	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01556_Brain_2018_20140718_32_H2_20x	20x-Brain-2042502802688704610	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140718_32_H2', age: 'Day 1-5'
83	SS01557	GMR_13D04_XA_21	GMR_65D05_XD_01	Female	Brain	20140722_34_A1	20x	2042502809949044834	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01557	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01557_Brain_2018_20140722_34_A1_20x	20x-Brain-2042502809949044834	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140722_34_A1', age: 'Day 1-5'
85	SS01558	GMR_27E07_XA_21	BJD_109H06_AV_01	Female	Brain	20140722_34_B4	20x	2042502826428465250	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01558	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01558_Brain_2018_20140722_34_B4_20x	20x-Brain-2042502826428465250	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140722_34_B4', age: 'Day 1-5'
87	SS01560	GMR_31H10_XA_21	BJD_111C04_AV_01	Female	Brain	20140722_34_C4	20x	2042502838763913314	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01560	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01560_Brain_2018_20140722_34_C4_20x	20x-Brain-2042502838763913314	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140722_34_C4', age: 'Day 1-5'
89	SS01561	GMR_42B02_XA_21	BJD_106G05_AV_01	Female	Brain	20140722_34_D4	20x	2042502850247917666	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01561	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01561_Brain_2018_20140722_34_D4_20x	20x-Brain-2042502850247917666	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140722_34_D4', age: 'Day 1-5'
91	SS01564	GMR_44A07_XA_21	BJD_114C04_AV_01	Female	Brain	20140722_34_F1	20x	2042502857432760418	brain_with_lamina	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01564	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01564_Brain_2018_20140722_34_F1_20x	20x-Brain-2042502857432760418	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain_with_lamina', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140722_34_F1', age: 'Day 1-5'
93	SS01565	GMR_60B11_XA_21	GMR_83B04_XD_01	Female	Brain	20140722_34_G1	20x	2042502869764014178	brain_with_lamina	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01565	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01565_Brain_2018_20140722_34_G1_20x	20x-Brain-2042502869764014178	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain_with_lamina', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140722_34_G1', age: 'Day 1-5'
95	SS01566	GMR_66B05_XA_21	GMR_85H06_AV_01	Female	Brain	20140722_34_H1	20x	2042502875023671394	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01566	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01566_Brain_2018_20140722_34_H1_20x	20x-Brain-2042502875023671394	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140722_34_H1', age: 'Day 1-5'
97	SS01047	BJD_107A12_BB_21	BJD_124C05_AV_01	Female	Brain	20140722_34_J2	20x	2049013607982694498	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01047	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01047_Brain_2018_20140722_34_J2_20x	20x-Brain-2049013607982694498	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140722_34_J2', age: 'Day 1-5'
99	SS01051	BJD_113B12_BB_21	BJD_110E05_AV_01	Female	Brain	20140819_33_A3	20x	2129697753410830434	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01051	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01051_Brain_2018_20140819_33_A3_20x	20x-Brain-2129697753410830434	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140819_33_A3', age: 'Day 1-5'
101	SS01543	BJD_105A07_BB_21	BJD_107F12_AV_01	Female	Brain	20140819_33_B4	20x	2129697763200335970	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01543	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01543_Brain_2018_20140819_33_B4_20x	20x-Brain-2129697763200335970	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140819_33_B4', age: 'Day 1-5'
103	SS01559	GMR_29F12_XA_21	GMR_88C07_XD_01	Female	Brain	20140819_33_C2	20x	2129697766958432354	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01559	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01559_Brain_2018_20140819_33_C2_20x	20x-Brain-2129697766958432354	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140819_33_C2', age: 'Day 1-5'
105	SS01569	BJD_103G03_BB_21	BJD_111F03_AV_01	Female	Brain	20140819_33_E4	20x	2129697787510521954	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01569	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01569_Brain_2018_20140819_33_E4_20x	20x-Brain-2129697787510521954	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140819_33_E4', age: 'Day 1-5'
107	SS01570	BJD_103G03_BB_21	BJD_121A10_AV_01	Female	Brain	20140819_33_F2	20x	2129697792346554466	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01570	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01570_Brain_2018_20140819_33_F2_20x	20x-Brain-2129697792346554466	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140819_33_F2', age: 'Day 1-5'
109	SS01576	BJD_109D01_BB_21	GMR_70C05_XD_01	Female	Brain	20140819_33_G1	20x	2129697796733796450	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01576	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01576_Brain_2018_20140819_33_G1_20x	20x-Brain-2129697796733796450	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140819_33_G1', age: 'Day 1-5'
111	SS01582	BJD_117H04_BB_21	BJD_114A11_AV_01	Female	Brain	20140819_33_H1	20x	2129697805554417762	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01582	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01582_Brain_2018_20140819_33_H1_20x	20x-Brain-2129697805554417762	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140819_33_H1', age: 'Day 1-5'
113	SS01587	GMR_11H10_XA_21	BJD_104F07_AV_01	Female	Brain	20140819_32_A1	20x	2057703238441893986	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01587	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01587_Brain_2018_20140819_32_A1_20x	20x-Brain-2057703238441893986	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140819_32_A1', age: 'Day 1-5'
115	SS01589	GMR_20C03_XA_21	GMR_23C07_XD_01	Female	Brain	20140819_32_C1	20x	2057703248537583714	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01589	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01589_Brain_2018_20140819_32_C1_20x	20x-Brain-2057703248537583714	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140819_32_C1', age: 'Day 1-5'
117	SS01590	GMR_20C03_XA_21	GMR_31B08_XD_01	Female	Brain	20140819_32_D1	20x	2057703254870982754	brain	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS01590	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS01590_Brain_2018_20140819_32_D1_20x	20x-Brain-2057703254870982754	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140819_32_D1', age: 'Day 1-5'
